2023;2;2023.01.15;1;1314693240Ft;35;489445Ft;1902;9005Ft;37335;2610Ft;3;5;6;14;35;37
2023;1;2023.01.08;0;0Ft;48;318030Ft;2863;5330Ft;42174;2005Ft;6;9;16;19;23;29
2022;52;2023.01.01;0;0Ft;29;535120Ft;2003;7750Ft;34375;2500Ft;4;14;19;28;43;44
2022;51;2022.12.25;0;0Ft;23;623740Ft;1725;8315Ft;30048;2645Ft;16;18;28;36;41;45
2022;50;2022.12.18;0;0Ft;31;450265Ft;1858;7515Ft;34201;2260Ft;1;13;24;26;27;31
2022;49;2022.12.11;0;0Ft;19;726965Ft;1596;8655Ft;27671;2765Ft;1;4;26;32;36;44
2022;48;2022.12.04;0;0Ft;25;535645Ft;1507;8885Ft;29030;2555Ft;6;12;14;15;17;42
2022;47;2022.11.27;0;0Ft;36;361410Ft;1916;6790Ft;34067;2115Ft;7;17;18;22;25;32
2022;46;2022.11.20;0;0Ft;54;242810Ft;2165;6055Ft;30960;2345Ft;8;13;21;29;34;40
2022;45;2022.11.13;0;0Ft;34;397520Ft;1996;6770Ft;31755;2355Ft;8;12;22;27;33;36
2022;44;2022.11.06;0;0Ft;37;341030Ft;1751;7205Ft;30770;2270Ft;1;6;9;26;28;41
2022;43;2022.10.30;0;0Ft;38;321480Ft;1668;7325Ft;29021;2330Ft;1;11;14;18;25;41
2022;42;2022.10.23;1;657508415Ft;57;238150Ft;2496;5440Ft;34491;2325Ft;4;12;23;28;34;44
2022;41;2022.10.16;0;0Ft;50;290865Ft;2310;6295Ft;36793;1790Ft;5;18;24;26;32;42
2022;40;2022.10.09;0;0Ft;50;278645Ft;2164;6440Ft;34380;1835Ft;3;6;18;38;42;43
2022;39;2022.10.02;0;0Ft;62;212460Ft;2309;5705Ft;32260;1850Ft;1;2;9;10;12;20
2022;38;2022.09.25;0;0Ft;27;484720Ft;1504;8700Ft;26455;2245Ft;1;15;21;26;31;35
2022;37;2022.09.18;0;0Ft;27;490550Ft;1622;8165Ft;29067;2065Ft;8;22;23;28;39;44
2022;36;2022.09.11;0;0Ft;32;407785Ft;1451;8995Ft;26658;2220Ft;2;4;18;30;36;43
2022;35;2022.09.04;1;597319280Ft;82;168880Ft;2916;4750Ft;42570;1485Ft;2;3;5;10;17;19
2022;34;2022.08.28;0;0Ft;23;588090Ft;1343;10070Ft;28626;2205Ft;10;16;17;18;23;35
2022;33;2022.08.21;0;0Ft;63;217660Ft;2625;5225Ft;40568;1530Ft;7;11;12;17;26;34
2022;32;2022.08.14;0;0Ft;19;748655Ft;1750;8130Ft;30534;2130Ft;1;7;15;16;24;38
2022;31;2022.08.07;0;0Ft;24;540065Ft;1512;8570Ft;29767;2075Ft;2;5;6;20;42;43
2022;30;2022.07.31;0;0Ft;43;292450Ft;2186;5755Ft;36200;1605Ft;3;4;10;17;26;42
2022;29;2022.07.24;1;339629875Ft;43;311545Ft;1858;7210Ft;32335;1895Ft;1;5;17;18;23;29
2022;28;2022.07.17;0;0Ft;33;413500Ft;1720;7935Ft;32217;2020Ft;2;31;34;39;44;45
2022;27;2022.07.10;0;0Ft;33;410270Ft;2244;6035Ft;38244;1635Ft;3;6;16;17;30;32
2022;26;2022.07.03;1;1881884715Ft;50;336740Ft;2274;7405Ft;38776;1980Ft;1;12;15;33;40;45
2022;25;2022.06.26;0;0Ft;56;297690Ft;3000;5555Ft;50455;1505Ft;3;9;12;13;38;44
2022;24;2022.06.19;0;0Ft;71;229740Ft;3235;5040Ft;49721;1495Ft;7;10;18;21;27;42
2022;23;2022.06.12;0;0Ft;56;286915Ft;2146;7485Ft;35342;2075Ft;5;24;28;36;39;44
2022;22;2022.06.05;0;0Ft;49;321665Ft;2486;6340Ft;40728;1765Ft;4;6;10;32;37;45
2022;21;2022.05.29;0;0Ft;32;493685Ft;2064;7655Ft;35163;2050Ft;6;7;15;22;35;41
2022;20;2022.05.22;0;0Ft;66;239900Ft;2837;5580Ft;42571;1695Ft;4;8;13;32;37;44
2022;19;2022.05.15;0;0Ft;56;313920Ft;2483;7080Ft;43393;1850Ft;6;11;21;28;40;41
2022;18;2022.05.08;0;0Ft;56;288485Ft;2176;7425Ft;35707;2065Ft;1;16;21;32;42;44
2022;17;2022.05.01;0;0Ft;16;954940Ft;1587;9630Ft;33676;2070Ft;11;12;18;28;43;44
2022;16;2022.04.24;0;0Ft;29;532305Ft;1652;9345Ft;32545;2165Ft;5;6;7;8;32;36
2022;15;2022.04.17;0;0Ft;63;242820Ft;2531;6045Ft;37954;1840Ft;6;10;24;37;39;42
2022;14;2022.04.10;0;0Ft;26;589510Ft;1731;8855Ft;33137;2110Ft;19;29;30;31;42;44
2022;13;2022.04.03;0;0Ft;44;335795Ft;2382;6205Ft;39012;1730Ft;8;19;25;27;41;45
2022;12;2022.03.27;0;0Ft;20;713420Ft;1597;8935Ft;33879;1965Ft;21;24;25;32;37;39
2022;11;2022.03.20;0;0Ft;32;469615Ft;1786;8415Ft;33515;2035Ft;12;13;17;28;35;38
2022;10;2022.03.13;0;0Ft;34;446155Ft;2189;6930Ft;37984;1825Ft;8;9;17;28;32;34
2022;9;2022.03.06;0;0Ft;33;430780Ft;1629;8725Ft;32600;2080Ft;2;17;31;32;37;38
2022;8;2022.02.27;0;0Ft;35;391780Ft;1767;7760Ft;31205;2030Ft;11;12;14;16;27;36
2022;7;2022.02.20;1;488383750Ft;89;171140Ft;3338;4565Ft;45021;1520Ft;7;14;17;26;33;37
2022;6;2022.02.13;0;0Ft;56;265520Ft;2588;5745Ft;43455;1630Ft;9;10;23;27;33;35
2022;5;2022.02.06;0;0Ft;34;416550Ft;1950;7265Ft;33411;1990Ft;2;18;24;26;35;37
2022;4;2022.01.30;0;0Ft;33;409785Ft;2095;6455Ft;35102;1780Ft;6;9;13;35;37;42
2022;3;2022.01.23;2;60273090Ft;73;188310Ft;2917;4715Ft;40813;1555Ft;4;6;9;19;28;40
2022;2;2022.01.16;1;384806215Ft;33;446215Ft;2060;7150Ft;36021;1950Ft;2;8;11;15;18;44
2022;1;2022.01.09;0;0Ft;31;463010Ft;2194;6540Ft;38830;1735Ft;2;3;12;16;18;41
2021;52;2022.01.02;0;0Ft;45;337495Ft;2600;5840Ft;42079;1665Ft;4;11;23;24;27;35
2021;51;2021.12.26;1;3165377480Ft;133;167310Ft;4859;4580Ft;65459;1550Ft;1;3;7;12;16;27
2021;50;2021.12.19;0;0Ft;44;541520Ft;3051;7810Ft;55447;1960Ft;7;29;32;37;41;42
2021;49;2021.12.12;0;0Ft;76;283895Ft;3318;6505Ft;54490;1805Ft;9;11;31;34;40;42
2021;48;2021.12.05;0;0Ft;28;758315Ft;1758;12080Ft;36859;2630Ft;2;30;31;35;36;42
2021;47;2021.11.28;0;0Ft;46;449810Ft;2308;8965Ft;40761;2315Ft;16;22;28;30;32;36
2021;46;2021.11.21;0;0Ft;61;323885Ft;3285;6015Ft;51787;1740Ft;4;9;17;28;29;43
2021;45;2021.11.14;0;0Ft;42;467475Ft;2483;7905Ft;44504;2015Ft;1;8;17;18;32;42
2021;44;2021.11.07;0;0Ft;33;550155Ft;2352;7720Ft;45240;1830Ft;2;6;7;8;13;37
2021;43;2021.10.31;0;0Ft;82;220945Ft;3336;5430Ft;47407;1745Ft;5;21;24;32;41;43
2021;42;2021.10.24;0;0Ft;33;529055Ft;1825;9565Ft;36272;2195Ft;13;31;34;35;36;39
2021;41;2021.10.17;0;0Ft;58;316850Ft;3408;5390Ft;51245;1635Ft;5;7;12;18;30;41
2021;40;2021.10.10;0;0Ft;45;398540Ft;2400;7475Ft;41781;1960Ft;2;5;16;17;18;38
2021;39;2021.10.03;0;0Ft;59;285445Ft;2320;7260Ft;36943;2080Ft;14;22;25;27;38;40
2021;38;2021.09.26;0;0Ft;59;281915Ft;2431;6840Ft;42774;1775Ft;2;9;10;18;22;25
2021;37;2021.09.19;0;0Ft;62;267925Ft;2796;5940Ft;45409;1670Ft;3;18;19;23;25;38
2021;36;2021.09.12;0;0Ft;45;367600Ft;2276;7270Ft;43246;1745Ft;2;3;11;13;20;38
2021;35;2021.09.05;0;0Ft;38;417900Ft;2041;7780Ft;38967;1860Ft;9;15;18;19;24;43
2021;34;2021.08.29;0;0Ft;54;290705Ft;2294;6845Ft;38551;1860Ft;4;19;25;27;35;40
2021;33;2021.08.22;0;0Ft;81;188830Ft;3048;5020Ft;43982;1585Ft;3;4;13;15;43;45
2021;32;2021.08.15;0;0Ft;21;816160Ft;1804;9500Ft;35151;2225Ft;1;2;11;37;42;44
2021;31;2021.08.08;0;0Ft;39;366610Ft;1935;7390Ft;32047;2035Ft;2;11;28;34;38;42
2021;30;2021.08.01;0;0Ft;59;227700Ft;2417;5560Ft;35129;1745Ft;2;6;12;20;25;28
2021;29;2021.07.25;0;0Ft;29;467545Ft;1585;8555Ft;29246;2115Ft;1;8;15;18;23;44
2021;28;2021.07.18;0;0Ft;35;390940Ft;1751;7815Ft;32395;1925Ft;8;16;17;19;24;39
2021;27;2021.07.11;0;0Ft;39;356155Ft;2146;6475Ft;38047;1665Ft;13;17;18;19;25;34
2021;26;2021.07.04;0;0Ft;53;252980Ft;2066;6490Ft;31997;1910Ft;11;14;16;27;29;37
2021;25;2021.06.27;0;0Ft;55;226935Ft;2243;5565Ft;34384;1695Ft;5;19;22;24;32;45
2021;24;2021.06.20;0;0Ft;23;568200Ft;1663;7860Ft;29084;2035Ft;2;19;22;24;25;27
2021;23;2021.06.13;0;0Ft;52;249545Ft;2169;5985Ft;33400;1775Ft;7;8;10;25;29;44
2021;22;2021.06.06;0;0Ft;49;246170Ft;2100;5745Ft;31708;1815Ft;1;6;11;22;30;33
2021;21;2021.05.30;0;0Ft;35;345265Ft;1394;8670Ft;25527;2185Ft;1;2;7;15;32;40
2021;20;2021.05.23;1;109731155Ft;71;176240Ft;2404;5205Ft;33852;1705Ft;5;16;19;28;33;42
2021;19;2021.05.16;1;225894000Ft;55;237830Ft;2018;6480Ft;30064;2075Ft;10;14;18;22;35;40
2021;18;2021.05.09;0;0Ft;36;358570Ft;1854;6965Ft;32279;1845Ft;16;18;32;33;41;43
2021;17;2021.05.02;1;315843540Ft;41;302310Ft;986;12570Ft;20834;2720Ft;32;36;37;39;40;41
2021;16;2021.04.25;0;0Ft;51;243935Ft;2488;5000Ft;36792;1615Ft;11;17;19;29;31;43
2021;15;2021.04.18;0;0Ft;32;402850Ft;1741;7405Ft;28612;2080Ft;2;18;34;37;38;43
2021;14;2021.04.11;1;219697755Ft;49;259380Ft;2325;5465Ft;36771;1650Ft;1;9;12;26;30;33
2021;13;2021.04.04;0;0Ft;24;523615Ft;1318;9535Ft;24421;2375Ft;1;15;17;18;32;40
2021;12;2021.03.28;1;618407720Ft;42;334690Ft;1866;7535Ft;32095;2000Ft;1;10;16;26;33;40
2021;11;2021.03.21;0;0Ft;15;930870Ft;1502;9295Ft;29471;2210Ft;5;28;31;34;35;42
2021;10;2021.03.14;0;0Ft;35;433180Ft;2104;7205Ft;39372;1745Ft;7;27;32;33;40;45
2021;9;2021.03.07;0;0Ft;25;570995Ft;1693;8430Ft;31646;2060Ft;8;14;17;21;22;40
2021;8;2021.02.28;0;0Ft;69;188960Ft;2491;5235Ft;36771;1690Ft;4;10;17;22;33;38
2021;7;2021.02.21;0;0Ft;25;530535Ft;1361;9745Ft;27085;2260Ft;1;8;10;33;34;44
2021;6;2021.02.14;1;463980760Ft;68;221995Ft;2615;5775Ft;38363;1770Ft;17;23;34;38;41;43
2021;5;2021.02.07;0;0Ft;32;427580Ft;1726;7925Ft;33921;1925Ft;1;10;11;16;25;32
2021;4;2021.01.31;0;0Ft;54;243630Ft;2066;6370Ft;30635;2015Ft;8;14;18;24;29;34
2021;3;2021.01.24;0;0Ft;36;361790Ft;1611;8085Ft;28105;2140Ft;12;15;31;34;38;41
2021;2;2021.01.17;1;518600260Ft;42;355180Ft;2253;6620Ft;35983;1865Ft;13;16;30;33;34;38
2021;1;2021.01.10;0;0Ft;48;287145Ft;2341;5890Ft;36687;1790Ft;2;13;24;25;38;43
2020;53;2021.01.03;0;0Ft;52;281145Ft;2171;6735Ft;33697;1965Ft;1;4;8;42;43;45
2020;52;2020.12.27;0;0Ft;23;568275Ft;1596;8190Ft;29867;1985Ft;5;7;19;36;37;40
2020;51;2020.12.20;0;0Ft;34;412715Ft;2301;6100Ft;39304;1620Ft;3;21;25;26;33;37
2020;50;2020.12.13;1;1376098325Ft;45;380915Ft;2726;6290Ft;48328;1620Ft;3;6;7;17;43;44
2020;49;2020.12.06;0;0Ft;50;326050Ft;2611;6245Ft;39221;1895Ft;5;17;22;28;32;34
2020;48;2020.11.29;0;0Ft;73;215290Ft;2715;5790Ft;39030;1835Ft;5;9;14;20;25;36
2020;47;2020.11.22;0;0Ft;47;333185Ft;2157;7260Ft;37040;1930Ft;2;4;10;14;15;19
2020;46;2020.11.15;0;0Ft;28;567820Ft;1960;8110Ft;34892;2080Ft;1;16;18;30;33;37
2020;45;2020.11.08;0;0Ft;40;364050Ft;2232;6525Ft;37315;1780Ft;11;19;30;31;40;42
2020;44;2020.11.01;0;0Ft;50;279605Ft;2038;6860Ft;33247;1920Ft;1;3;10;17;22;29
2020;43;2020.10.25;0;0Ft;32;435200Ft;1958;7115Ft;34816;1825Ft;9;21;22;29;31;45
2020;42;2020.10.18;0;0Ft;44;321665Ft;2209;6405Ft;35430;1825Ft;1;4;18;22;23;33
2020;41;2020.10.11;0;0Ft;30;485710Ft;1693;8605Ft;31467;2085Ft;21;28;34;38;43;45
2020;40;2020.10.04;0;0Ft;34;385640Ft;1957;6700Ft;33799;1850Ft;2;6;26;27;40;45
2020;39;2020.09.27;0;0Ft;35;366265Ft;2209;5805Ft;37394;1610Ft;5;9;10;11;26;32
2020;38;2020.09.20;0;0Ft;26;487790Ft;1533;8275Ft;26189;2270Ft;1;12;28;30;39;40
2020;37;2020.09.13;0;0Ft;33;388965Ft;1814;7075Ft;32103;1845Ft;7;10;14;31;32;42
2020;36;2020.09.06;1;674060235Ft;30;469865Ft;2141;6585Ft;35156;1805Ft;19;21;31;34;35;45
2020;35;2020.08.30;0;0Ft;26;532400Ft;1698;8150Ft;30350;2050Ft;6;19;20;36;44;45
2020;34;2020.08.23;0;0Ft;42;304810Ft;1977;6475Ft;31545;1935Ft;8;15;23;29;32;41
2020;33;2020.08.16;0;0Ft;68;203605Ft;2603;5320Ft;37309;1740Ft;2;5;18;29;33;44
2020;32;2020.08.09;0;0Ft;40;332755Ft;1714;7765Ft;29131;2145Ft;2;14;27;32;36;40
2020;31;2020.08.02;0;0Ft;37;339650Ft;1631;7705Ft;28370;2045Ft;1;7;12;16;29;37
2020;30;2020.07.26;2;321183850Ft;80;176235Ft;2425;5815Ft;36870;1805Ft;2;9;15;21;33;39
2020;29;2020.07.19;0;0Ft;48;292280Ft;2366;5930Ft;36255;1770Ft;13;16;29;33;39;43
2020;28;2020.07.12;0;0Ft;38;373590Ft;2228;6370Ft;36492;1750Ft;9;18;20;28;39;45
2020;27;2020.07.05;0;0Ft;37;349635Ft;1749;7395Ft;30320;2035Ft;14;23;31;35;41;43
2020;26;2020.06.28;0;0Ft;24;556230Ft;1130;11815Ft;24461;2475Ft;2;4;29;32;36;39
2020;25;2020.06.21;0;0Ft;30;435740Ft;1348;9695Ft;25425;2375Ft;1;14;25;26;38;43
2020;24;2020.06.14;2;471853415Ft;150;100960Ft;3700;4095Ft;44480;1605Ft;3;6;16;26;31;41
2020;23;2020.06.07;0;0Ft;70;208010Ft;2985;4880Ft;41428;1655Ft;4;12;18;22;33;41
2020;22;2020.05.31;0;0Ft;36;392255Ft;1852;7625Ft;32100;2010Ft;3;15;16;32;35;42
2020;21;2020.05.24;0;0Ft;47;308075Ft;2028;7140Ft;31965;2040Ft;5;16;23;35;39;43
2020;20;2020.05.17;0;0Ft;52;263720Ft;2527;5425Ft;37954;1725Ft;7;12;14;24;39;44
2020;19;2020.05.10;0;0Ft;27;504510Ft;1215;11210Ft;23963;2625Ft;1;25;27;35;36;40
2020;18;2020.05.03;0;0Ft;48;273455Ft;1976;6645Ft;33169;1820Ft;9;19;20;29;44;45
2020;17;2020.04.26;0;0Ft;33;391335Ft;1712;7545Ft;29234;2030Ft;12;13;15;25;38;43
2020;16;2020.04.19;0;0Ft;29;431205Ft;1366;9155Ft;25412;2265Ft;1;4;6;16;35;38
2020;15;2020.04.12;2;129487825Ft;40;316340Ft;2005;6310Ft;33570;1735Ft;3;5;25;26;39;45
2020;14;2020.04.05;0;0Ft;93;135405Ft;3348;3760Ft;43806;1320Ft;6;9;19;25;33;45
2020;13;2020.03.29;0;0Ft;22;600705Ft;1171;11285Ft;24892;2440Ft;15;21;22;23;28;39
2020;12;2020.03.22;1;212985175Ft;109;132875Ft;3967;3650Ft;51264;1300Ft;3;10;12;19;23;33
2020;11;2020.03.15;0;0Ft;44;389735Ft;1964;8730Ft;38648;2040Ft;13;19;20;28;34;44
2020;10;2020.03.08;1;220710255Ft;89;189005Ft;3226;5215Ft;46171;1675Ft;6;11;24;34;43;45
2020;9;2020.03.01;0;0Ft;53;301085Ft;2198;7260Ft;37555;1955Ft;5;12;18;30;37;42
2020;8;2020.02.23;1;328371365Ft;44;375270Ft;2185;7555Ft;36717;2070Ft;2;16;22;33;43;44
2020;7;2020.02.16;0;0Ft;64;259655Ft;2368;7020Ft;40807;1875Ft;6;24;26;31;42;44
2020;6;2020.02.09;0;0Ft;37;422655Ft;1616;9675Ft;31426;2290Ft;7;20;26;30;35;36
2020;5;2020.02.02;1;715966640Ft;47;353930Ft;2148;7745Ft;37087;2065Ft;12;15;25;32;39;42
2020;4;2020.01.26;0;0Ft;50;324710Ft;2871;5655Ft;44937;1660Ft;4;13;33;37;40;41
2020;3;2020.01.19;0;0Ft;67;247005Ft;2728;6065Ft;42821;1780Ft;3;6;15;24;27;35
2020;2;2020.01.12;0;0Ft;36;454295Ft;2252;7260Ft;40018;1880Ft;3;7;32;36;43;44
2020;1;2020.01.05;0;0Ft;63;236065Ft;2703;5500Ft;41067;1705Ft;7;10;17;24;36;42
2019;52;2019.12.29;0;0Ft;35;429840Ft;2073;7255Ft;35189;1665Ft;1;10;14;31;33;41
2019;51;2019.12.22;0;0Ft;62;253005Ft;3054;5135Ft;44481;1370Ft;5;9;17;30;37;40
2019;50;2019.12.15;2;1051934000Ft;84;264900Ft;3291;6760Ft;50644;1710Ft;10;14;16;26;36;42
2019;49;2019.12.08;0;0Ft;48;411705Ft;2677;7380Ft;48300;1590Ft;2;12;15;18;19;45
2019;48;2019.12.01;0;0Ft;93;199530Ft;3287;5645Ft;48210;1495Ft;10;14;18;30;33;41
2019;47;2019.11.24;0;0Ft;92;200485Ft;3352;5505Ft;48105;1490Ft;5;17;20;24;30;34
2019;46;2019.11.17;0;0Ft;59;313505Ft;2484;7445Ft;47120;1525Ft;3;4;5;24;30;45
2019;45;2019.11.10;0;0Ft;54;336915Ft;2936;6195Ft;44616;1585Ft;6;10;20;25;28;36
2019;44;2019.11.03;0;0Ft;90;192565Ft;4053;4275Ft;55171;1220Ft;3;11;13;16;24;37
2019;43;2019.10.27;0;0Ft;52;341590Ft;2754;6450Ft;48795;1415Ft;13;14;17;19;29;31
2019;42;2019.10.20;0;0Ft;49;379425Ft;2726;6820Ft;43813;1650Ft;1;8;11;14;25;42
2019;41;2019.10.13;0;0Ft;48;388315Ft;2957;6305Ft;49829;1455Ft;2;10;13;30;37;45
2019;40;2019.10.06;0;0Ft;73;238505Ft;2853;6105Ft;41707;1625Ft;4;8;14;22;41;44
2019;39;2019.09.29;0;0Ft;45;368990Ft;2478;6700Ft;39483;1635Ft;5;14;18;20;26;38
2019;38;2019.09.22;0;0Ft;46;344535Ft;2317;6840Ft;40906;1505Ft;19;23;24;26;39;42
2019;37;2019.09.15;0;0Ft;36;463550Ft;2482;6725Ft;42712;1520Ft;13;16;20;33;34;41
2019;36;2019.09.08;0;0Ft;63;245345Ft;2361;6545Ft;38431;1565Ft;2;6;8;23;36;45
2019;35;2019.09.01;0;0Ft;36;410060Ft;2161;6830Ft;36554;1570Ft;4;18;19;22;28;42
2019;34;2019.08.25;0;0Ft;65;224895Ft;2144;6820Ft;33916;1675Ft;3;14;16;22;38;44
2019;33;2019.08.18;0;0Ft;48;327345Ft;2632;5970Ft;41358;1475Ft;2;12;18;26;39;45
2019;32;2019.08.11;0;0Ft;24;637570Ft;1523;10045Ft;31734;1875Ft;1;2;24;27;34;40
2019;31;2019.08.04;0;0Ft;18;804795Ft;1382;10480Ft;29050;1940Ft;2;3;14;15;34;42
2019;30;2019.07.28;0;0Ft;44;325690Ft;2095;6840Ft;35056;1590Ft;9;12;16;20;34;43
2019;29;2019.07.21;0;0Ft;41;353415Ft;2447;5920Ft;39751;1420Ft;7;12;27;39;40;44
2019;28;2019.07.14;0;0Ft;39;386775Ft;1737;8685Ft;32989;1780Ft;15;23;35;42;44;45
2019;27;2019.07.07;0;0Ft;18;780255Ft;1423;9870Ft;29178;1870Ft;14;18;21;22;43;44
2019;26;2019.06.30;2;72318865Ft;42;331080Ft;2039;6820Ft;33176;1630Ft;8;10;14;26;28;41
2019;25;2019.06.23;0;0Ft;43;320725Ft;1926;7160Ft;32403;1655Ft;16;19;22;29;32;45
2019;24;2019.06.16;1;72642005Ft;46;302395Ft;2653;5245Ft;40945;1320Ft;7;17;26;28;31;32
2019;23;2019.06.09;1;877491045Ft;37;437880Ft;1788;9060Ft;32379;1945Ft;15;18;22;28;35;44
2019;22;2019.06.02;0;0Ft;32;502885Ft;1680;9580Ft;35598;1760Ft;11;12;15;22;23;34
2019;21;2019.05.26;0;0Ft;37;444720Ft;2070;7950Ft;36805;1740Ft;1;4;18;26;33;36
2019;20;2019.05.19;0;0Ft;67;248740Ft;2808;5935Ft;42910;1510Ft;11;21;22;25;41;43
2019;19;2019.05.12;0;0Ft;92;182540Ft;3421;4910Ft;47482;1375Ft;3;10;14;17;26;37
2019;18;2019.05.05;0;0Ft;29;561035Ft;1941;8380Ft;35455;1785Ft;8;16;18;21;34;35
2019;17;2019.04.28;0;0Ft;32;506215Ft;2269;7140Ft;40936;1540Ft;4;13;26;42;43;44
2019;16;2019.04.21;0;0Ft;60;290135Ft;2780;6260Ft;44570;1520Ft;6;17;22;25;41;43
2019;15;2019.04.14;0;0Ft;31;593285Ft;2688;6840Ft;47922;1495Ft;4;9;33;34;38;42
2019;14;2019.04.07;0;0Ft;31;566255Ft;2000;8775Ft;38416;1775Ft;2;8;9;30;32;37
2019;13;2019.03.31;1;1688365935Ft;79;306985Ft;4072;5955Ft;63614;1485Ft;3;12;17;22;35;41
2019;12;2019.03.24;0;0Ft;49;484980Ft;2528;9400Ft;50167;1840Ft;1;4;6;35;38;45
2019;11;2019.03.17;0;0Ft;72;335445Ft;4041;5975Ft;66108;1420Ft;2;10;21;25;27;31
2019;10;2019.03.10;0;0Ft;48;491710Ft;3037;7770Ft;57675;1590Ft;13;19;35;41;42;45
2019;9;2019.03.03;0;0Ft;83;257395Ft;3330;6415Ft;51969;1600Ft;3;15;21;30;35;41
2019;8;2019.02.24;0;0Ft;58;353870Ft;2813;7295Ft;47417;1685Ft;6;12;15;22;26;37
2019;7;2019.02.17;0;0Ft;40;469315Ft;1951;9620Ft;36669;1990Ft;6;15;34;35;39;44
2019;6;2019.02.10;0;0Ft;37;483085Ft;2094;8535Ft;39676;1750Ft;2;9;16;31;32;38
2019;5;2019.02.03;0;0Ft;33;497050Ft;1713;9575Ft;32802;1945Ft;1;8;16;26;40;41
2019;4;2019.01.27;0;0Ft;46;344145Ft;2277;6950Ft;37918;1625Ft;2;17;28;33;34;38
2019;3;2019.01.20;0;0Ft;81;201265Ft;3158;5160Ft;45796;1385Ft;13;18;26;28;33;38
2019;2;2019.01.13;0;0Ft;27;586990Ft;1600;9905Ft;28436;2165Ft;1;2;22;28;35;43
2019;1;2019.01.06;0;0Ft;33;427395Ft;2044;6900Ft;33598;1630Ft;6;20;25;35;41;45
2018;52;2018.12.30;0;0Ft;34;433380Ft;1798;8195Ft;33046;1735Ft;21;26;28;30;38;41
2018;51;2018.12.23;0;0Ft;43;344165Ft;2267;6530Ft;35273;1630Ft;12;26;28;34;37;42
2018;50;2018.12.16;0;0Ft;62;224135Ft;2412;5760Ft;37653;1435Ft;4;7;15;17;28;40
2018;49;2018.12.09;0;0Ft;26;539250Ft;1721;8145Ft;33004;1650Ft;19;22;26;27;32;45
2018;48;2018.12.02;0;0Ft;50;261190Ft;2189;5965Ft;33816;1500Ft;4;24;26;30;40;45
2018;47;2018.11.25;1;437940455Ft;20;723775Ft;1251;11570Ft;26034;2375Ft;8;20;21;28;38;39
2018;46;2018.11.18;0;0Ft;45;331350Ft;2113;7055Ft;33943;1710Ft;8;21;26;30;39;40
2018;45;2018.11.11;0;0Ft;23;630910Ft;1461;9930Ft;29009;1945Ft;3;16;20;28;35;36
2018;44;2018.11.04;0;0Ft;36;370410Ft;1783;7480Ft;31476;1650Ft;1;4;10;34;42;45
2018;43;2018.10.28;0;0Ft;24;551500Ft;1405;9420Ft;28694;1795Ft;1;10;11;31;34;38
2018;42;2018.10.21;0;0Ft;28;478325Ft;1761;7605Ft;30133;1730Ft;1;16;30;33;41;44
2018;41;2018.10.14;1;71633005Ft;43;319000Ft;2395;5725Ft;38549;1385Ft;1;3;11;20;26;33
2018;40;2018.10.07;1;675004095Ft;138;114535Ft;3867;4085Ft;48770;1260Ft;9;13;19;24;36;39
